Assembly,Chromosome,Plasmid
GCF_022759865.1,NZ_CP086526.1,NZ_CP086531.1
GCF_022759885.1,NZ_CP086520.1,NZ_CP086521.1
GCF_022759885.1,NZ_CP086520.1,NZ_CP086522.1
GCF_022759885.1,NZ_CP086520.1,NZ_CP086523.1
GCF_022759885.1,NZ_CP086520.1,NZ_CP086524.1
GCF_022759885.1,NZ_CP086520.1,NZ_CP086525.1
GCF_022759905.1,NZ_CP086544.1,NZ_CP086545.1
GCF_022759905.1,NZ_CP086544.1,NZ_CP086546.1
GCF_022759905.1,NZ_CP086544.1,NZ_CP086547.1
GCF_022759905.1,NZ_CP086544.1,NZ_CP086548.1
GCF_022759905.1,NZ_CP086544.1,NZ_CP086549.1
GCF_022759925.1,NZ_CP086439.1,NZ_CP086440.1
GCF_022759925.1,NZ_CP086439.1,NZ_CP086441.1
GCF_022759925.1,NZ_CP086439.1,NZ_CP086442.1
GCF_022759925.1,NZ_CP086439.1,NZ_CP086443.1
GCF_022759925.1,NZ_CP086439.1,NZ_CP086444.1
GCF_022759925.1,NZ_CP086439.1,NZ_CP086445.1
GCF_022759925.1,NZ_CP086439.1,NZ_CP086446.1
GCF_022759945.1,NZ_CP086431.1,NZ_CP086432.1
GCF_022759945.1,NZ_CP086431.1,NZ_CP086433.1
GCF_022759945.1,NZ_CP086431.1,NZ_CP086434.1
GCF_022759945.1,NZ_CP086431.1,NZ_CP086435.1
GCF_022759945.1,NZ_CP086431.1,NZ_CP086436.1
GCF_022759945.1,NZ_CP086431.1,NZ_CP086437.1
GCF_022759945.1,NZ_CP086431.1,NZ_CP086438.1
GCF_022759965.1,NZ_CP086423.1,NZ_CP086424.1
GCF_022759965.1,NZ_CP086423.1,NZ_CP086425.1
GCF_022759965.1,NZ_CP086423.1,NZ_CP086426.1
GCF_022759965.1,NZ_CP086423.1,NZ_CP086427.1
GCF_022759965.1,NZ_CP086423.1,NZ_CP086428.1
GCF_022759965.1,NZ_CP086423.1,NZ_CP086429.1
GCF_022759965.1,NZ_CP086423.1,NZ_CP086430.1
GCF_022759985.1,NZ_CP086416.1,NZ_CP086417.1
GCF_022759985.1,NZ_CP086416.1,NZ_CP086418.1
GCF_022759985.1,NZ_CP086416.1,NZ_CP086419.1
GCF_022759985.1,NZ_CP086416.1,NZ_CP086420.1
GCF_022759985.1,NZ_CP086416.1,NZ_CP086421.1
GCF_022759985.1,NZ_CP086416.1,NZ_CP086422.1
GCF_022760005.1,NZ_CP086447.1,NZ_CP086448.1
GCF_022760005.1,NZ_CP086447.1,NZ_CP086449.1
GCF_022760005.1,NZ_CP086447.1,NZ_CP086450.1
GCF_022760005.1,NZ_CP086447.1,NZ_CP086451.1
GCF_022760005.1,NZ_CP086447.1,NZ_CP086452.1
GCF_022760005.1,NZ_CP086447.1,NZ_CP086453.1
GCF_022760005.1,NZ_CP086447.1,NZ_CP086454.1
GCF_022760025.1,NZ_CP094294.1,NZ_CP094295.1
GCF_022760155.1,NZ_CP094332.1,NZ_CP094333.1
GCF_022760155.1,NZ_CP094332.1,NZ_CP094334.1
GCF_022760155.1,NZ_CP094332.1,NZ_CP094335.1
GCF_022760155.1,NZ_CP094332.1,NZ_CP094336.1
GCF_022760155.1,NZ_CP094332.1,NZ_CP094337.1
GCF_022760195.1,NZ_CP094298.1,NZ_CP094299.1
GCF_022760215.1,NZ_CP094339.1,NZ_CP094340.1
GCF_022760215.1,NZ_CP094339.1,NZ_CP094341.1
GCF_022760215.1,NZ_CP094339.1,NZ_CP094342.1
GCF_022760275.1,NZ_CP050693.1,NZ_CP050694.1
GCF_022760295.1,NZ_CP092892.1,NZ_CP092895.1
GCF_022760295.1,NZ_CP092892.1,NZ_CP092894.1
GCF_022760295.1,NZ_CP092893.1,NZ_CP092895.1
GCF_022760295.1,NZ_CP092893.1,NZ_CP092894.1
GCF_022788655.1,NZ_CP084951.1,NZ_CP084952.1
GCF_022788655.1,NZ_CP084951.1,NZ_CP084953.1
GCF_022788655.1,NZ_CP084951.1,NZ_CP084954.1
GCF_022788655.1,NZ_CP084951.1,NZ_CP084955.1
GCF_022788655.1,NZ_CP084951.1,NZ_CP084956.1
GCF_022788655.1,NZ_CP084951.1,NZ_CP084957.1
GCF_022788655.1,NZ_CP084951.1,NZ_CP084958.1
GCF_022788675.1,NZ_CP084959.1,NZ_CP084960.1
GCF_022788675.1,NZ_CP084959.1,NZ_CP084961.1
GCF_022788675.1,NZ_CP084959.1,NZ_CP084962.1
GCF_022788675.1,NZ_CP084959.1,NZ_CP084963.1
GCF_022788675.1,NZ_CP084959.1,NZ_CP084964.1
GCF_022788675.1,NZ_CP084959.1,NZ_CP084965.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085155.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085156.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085157.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085158.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085159.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085160.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085161.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085162.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085163.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085164.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085165.1
GCF_022788695.1,NZ_CP085154.1,NZ_CP085166.1
GCF_022788715.1,NZ_CP085167.1,NZ_CP085168.1
GCF_022788715.1,NZ_CP085167.1,NZ_CP085169.1
GCF_022788715.1,NZ_CP085167.1,NZ_CP085170.1
GCF_022788715.1,NZ_CP085167.1,NZ_CP085171.1
GCF_022788715.1,NZ_CP085167.1,NZ_CP085172.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085145.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085146.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085147.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085148.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085149.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085150.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085151.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085152.1
GCF_022788735.1,NZ_CP085144.1,NZ_CP085153.1
GCF_022788765.1,NZ_CP070954.1,NZ_CP070955.1
GCF_022788765.1,NZ_CP070954.1,NZ_CP070956.1
GCF_022788765.1,NZ_CP070954.1,NZ_CP070957.1
GCF_022788765.1,NZ_CP070954.1,NZ_CP070958.1
GCF_022807955.1,NZ_CP094346.1,NZ_CP094347.1
GCF_022807995.1,NZ_CP094351.1,NZ_CP094352.1
GCF_022808015.1,NZ_CP094348.1,NZ_CP094349.1
GCF_022808015.1,NZ_CP094348.1,NZ_CP094350.1
GCF_022809675.1,NZ_CP094451.1,NZ_CP094452.1
GCF_022809675.1,NZ_CP094451.1,NZ_CP094453.1
GCF_022809675.1,NZ_CP094451.1,NZ_CP094454.1
GCF_022809755.1,NZ_CP094474.1,NZ_CP094475.1
GCF_022809755.1,NZ_CP094474.1,NZ_CP094476.1
GCF_022809755.1,NZ_CP094474.1,NZ_CP094477.1
GCF_022809755.1,NZ_CP094474.1,NZ_CP094478.1
GCF_022809795.1,NZ_CP094443.1,NZ_CP094444.1
GCF_022809835.1,NZ_CP094455.1,NZ_CP094456.1
GCF_022809835.1,NZ_CP094455.1,NZ_CP094457.1
GCF_022809835.1,NZ_CP094455.1,NZ_CP094458.1
GCF_022809875.1,NZ_CP094479.1,NZ_CP094480.1
GCF_022809875.1,NZ_CP094479.1,NZ_CP094481.1
GCF_022809875.1,NZ_CP094479.1,NZ_CP094482.1
GCF_022810625.1,NZ_CP075172.1,NZ_CP075173.1
GCF_022810685.1,NZ_CP084715.1,NZ_CP084716.1
GCF_022810685.1,NZ_CP084715.1,NZ_CP084717.1
GCF_022810685.1,NZ_CP084715.1,NZ_CP084718.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015266.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015265.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015264.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015263.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015262.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015261.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015260.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015259.1
GCF_022810705.1,NZ_CP015257.1,NZ_CP015258.1
GCF_022810725.1,NZ_CP015310.1,NZ_CP015316.1
GCF_022810725.1,NZ_CP015310.1,NZ_CP015315.1
GCF_022810725.1,NZ_CP015310.1,NZ_CP015314.1
GCF_022810725.1,NZ_CP015310.1,NZ_CP015313.1
GCF_022810725.1,NZ_CP015310.1,NZ_CP015312.1
GCF_022810725.1,NZ_CP015310.1,NZ_CP015311.1
GCF_022810745.1,NZ_CP094503.1,NZ_CP094504.1
GCF_022810745.1,NZ_CP094503.1,NZ_CP094505.1
GCF_022810745.1,NZ_CP094503.1,NZ_CP094506.1
GCF_022810785.1,NZ_CP094489.1,NZ_CP094490.1
GCF_022810785.1,NZ_CP094489.1,NZ_CP094491.1
GCF_022810785.1,NZ_CP094489.1,NZ_CP094492.1
GCF_022810785.1,NZ_CP094489.1,NZ_CP094493.1
GCF_022810805.1,NZ_CP046247.1,NZ_CP046248.1
GCF_022810805.1,NZ_CP046247.1,NZ_CP046249.1
GCF_022811565.1,NZ_CP024795.1,NZ_CP024796.1
GCF_022811585.1,NZ_CP094500.1,NZ_CP094501.1
GCF_022811585.1,NZ_CP094500.1,NZ_CP094502.1
GCF_022811645.1,NZ_CP094534.1,NZ_CP094535.1
GCF_022811645.1,NZ_CP094534.1,NZ_CP094536.1
GCF_022811645.1,NZ_CP094534.1,NZ_CP094537.1
GCF_022811645.1,NZ_CP094534.1,NZ_CP094538.1
GCF_022811645.1,NZ_CP094534.1,NZ_CP094539.1
GCF_022811645.1,NZ_CP094534.1,NZ_CP094540.1
GCF_022811665.1,NZ_CP094529.1,NZ_CP094530.1
GCF_022811665.1,NZ_CP094529.1,NZ_CP094531.1
GCF_022811825.1,NZ_CP064097.1,NZ_CP064098.1
GCF_022811825.1,NZ_CP064097.1,NZ_CP064099.1
GCF_022811825.1,NZ_CP064097.1,NZ_CP064100.1
GCF_022811825.1,NZ_CP064097.1,NZ_CP064101.1
GCF_022811825.1,NZ_CP064097.1,NZ_CP064102.1
GCF_022811845.1,NZ_CP064266.1,NZ_CP064267.1
GCF_022811845.1,NZ_CP064266.1,NZ_CP064268.1
GCF_022811845.1,NZ_CP064266.1,NZ_CP064269.1
GCF_022811865.1,NZ_CP064270.1,NZ_CP064271.1
GCF_022811865.1,NZ_CP064270.1,NZ_CP064272.1
GCF_022811865.1,NZ_CP064270.1,NZ_CP064273.1
GCF_022811865.1,NZ_CP064270.1,NZ_CP064274.1
GCF_022811885.1,NZ_CP064275.1,NZ_CP064276.1
GCF_022811885.1,NZ_CP064275.1,NZ_CP064277.1
GCF_022811885.1,NZ_CP064275.1,NZ_CP064278.1
GCF_022811905.1,NZ_CP065051.1,NZ_CP065052.1
GCF_022811925.1,NZ_CP065511.1,NZ_CP065512.1
GCF_022816845.1,NZ_CP094624.1,NZ_CP094630.1
GCF_022816845.1,NZ_CP094624.1,NZ_CP094629.1
GCF_022816845.1,NZ_CP094624.1,NZ_CP094628.1
GCF_022816845.1,NZ_CP094624.1,NZ_CP094627.1
GCF_022816845.1,NZ_CP094624.1,NZ_CP094626.1
GCF_022816845.1,NZ_CP094624.1,NZ_CP094625.1
GCF_022819265.1,NZ_CP094661.1,NZ_CP094662.1
GCF_022819285.1,NZ_CP094643.1,NZ_CP094644.1
GCF_022819305.1,NZ_CP094665.1,NZ_CP094666.1
GCF_022819305.1,NZ_CP094665.1,NZ_CP094667.1
GCF_022819325.1,NZ_CP079855.1,NZ_CP079857.1
GCF_022819325.1,NZ_CP079855.1,NZ_CP079858.1
GCF_022819325.1,NZ_CP079856.1,NZ_CP079857.1
GCF_022819325.1,NZ_CP079856.1,NZ_CP079858.1
GCF_022819405.1,NZ_CP091928.1,NZ_CP091930.1
GCF_022819405.1,NZ_CP091928.1,NZ_CP091931.1
GCF_022819405.1,NZ_CP091928.1,NZ_CP091932.1
GCF_022819405.1,NZ_CP091928.1,NZ_CP091933.1
GCF_022819405.1,NZ_CP091928.1,NZ_CP091934.1
GCF_022819405.1,NZ_CP091928.1,NZ_CP091935.1
GCF_022819405.1,NZ_CP091929.1,NZ_CP091930.1
GCF_022819405.1,NZ_CP091929.1,NZ_CP091931.1
GCF_022819405.1,NZ_CP091929.1,NZ_CP091932.1
GCF_022819405.1,NZ_CP091929.1,NZ_CP091933.1
GCF_022819405.1,NZ_CP091929.1,NZ_CP091934.1
GCF_022819405.1,NZ_CP091929.1,NZ_CP091935.1
GCF_022819425.1,NZ_CP091936.1,NZ_CP091938.1
GCF_022819425.1,NZ_CP091936.1,NZ_CP091939.1
GCF_022819425.1,NZ_CP091937.1,NZ_CP091938.1
GCF_022819425.1,NZ_CP091937.1,NZ_CP091939.1
GCF_022819445.1,NZ_CP091940.1,NZ_CP091942.1
GCF_022819445.1,NZ_CP091941.1,NZ_CP091942.1
GCF_022819565.1,NZ_CP091943.1,NZ_CP091945.1
GCF_022819565.1,NZ_CP091943.1,NZ_CP091946.1
GCF_022819565.1,NZ_CP091944.1,NZ_CP091945.1
GCF_022819565.1,NZ_CP091944.1,NZ_CP091946.1
GCF_022819715.1,NZ_CP091947.1,NZ_CP091949.1
GCF_022819715.1,NZ_CP091947.1,NZ_CP091950.1
GCF_022819715.1,NZ_CP091947.1,NZ_CP091951.1
GCF_022819715.1,NZ_CP091947.1,NZ_CP091952.1
GCF_022819715.1,NZ_CP091948.1,NZ_CP091949.1
GCF_022819715.1,NZ_CP091948.1,NZ_CP091950.1
GCF_022819715.1,NZ_CP091948.1,NZ_CP091951.1
GCF_022819715.1,NZ_CP091948.1,NZ_CP091952.1
GCF_022819915.1,NZ_CP091953.1,NZ_CP091955.1
GCF_022819915.1,NZ_CP091953.1,NZ_CP091956.1
GCF_022819915.1,NZ_CP091954.1,NZ_CP091955.1
GCF_022819915.1,NZ_CP091954.1,NZ_CP091956.1
GCF_022820045.1,NZ_CP091957.1,NZ_CP091959.1
GCF_022820045.1,NZ_CP091957.1,NZ_CP091960.1
GCF_022820045.1,NZ_CP091957.1,NZ_CP091961.1
GCF_022820045.1,NZ_CP091958.1,NZ_CP091959.1
GCF_022820045.1,NZ_CP091958.1,NZ_CP091960.1
GCF_022820045.1,NZ_CP091958.1,NZ_CP091961.1
GCF_022820235.1,NZ_CP091962.1,NZ_CP091964.1
GCF_022820235.1,NZ_CP091962.1,NZ_CP091965.1
GCF_022820235.1,NZ_CP091962.1,NZ_CP091966.1
GCF_022820235.1,NZ_CP091963.1,NZ_CP091964.1
GCF_022820235.1,NZ_CP091963.1,NZ_CP091965.1
GCF_022820235.1,NZ_CP091963.1,NZ_CP091966.1
GCF_022820405.1,NZ_CP091967.1,NZ_CP091969.1
GCF_022820405.1,NZ_CP091967.1,NZ_CP091970.1
GCF_022820405.1,NZ_CP091968.1,NZ_CP091969.1
GCF_022820405.1,NZ_CP091968.1,NZ_CP091970.1
GCF_022820565.1,NZ_CP092112.1,NZ_CP092114.1
GCF_022820565.1,NZ_CP092112.1,NZ_CP092115.1
GCF_022820565.1,NZ_CP092112.1,NZ_CP092116.1
GCF_022820565.1,NZ_CP092113.1,NZ_CP092114.1
GCF_022820565.1,NZ_CP092113.1,NZ_CP092115.1
GCF_022820565.1,NZ_CP092113.1,NZ_CP092116.1
GCF_022827545.1,NZ_CP094669.1,NZ_CP094670.1
GCF_022827545.1,NZ_CP094669.1,NZ_CP094671.1
GCF_022827545.1,NZ_CP094669.1,NZ_CP094672.1
GCF_022827545.1,NZ_CP094669.1,NZ_CP094673.1
GCF_022827545.1,NZ_CP094669.1,NZ_CP094674.1
GCF_022827545.1,NZ_CP094669.1,NZ_CP094675.1
GCF_022828525.1,NZ_CP087142.1,NZ_CP087143.1
GCF_022828525.1,NZ_CP087142.1,NZ_CP087144.1
GCF_022828525.1,NZ_CP087142.1,NZ_CP087145.1
GCF_022828555.1,NZ_CP087146.1,NZ_CP087147.1
GCF_022828555.1,NZ_CP087146.1,NZ_CP087148.1
GCF_022828555.1,NZ_CP087146.1,NZ_CP087149.1
GCF_022828555.1,NZ_CP087146.1,NZ_CP087150.1
GCF_022828575.1,NZ_CP087151.1,NZ_CP087152.1
GCF_022828575.1,NZ_CP087151.1,NZ_CP087153.1
GCF_022828575.1,NZ_CP087151.1,NZ_CP087154.1
GCF_022828575.1,NZ_CP087151.1,NZ_CP087155.1
GCF_022832735.1,NZ_CP094841.1,NZ_CP094842.1
GCF_022832735.1,NZ_CP094841.1,NZ_CP094843.1
GCF_022832755.1,NZ_CP094855.1,NZ_CP094856.1
GCF_022832775.1,NZ_CP094857.1,NZ_CP094858.1
GCF_022832835.1,NZ_CP094853.1,NZ_CP094854.1
GCF_022832895.1,NZ_CP094859.1,NZ_CP094860.1
GCF_022832895.1,NZ_CP094859.1,NZ_CP094861.1
GCF_022832895.1,NZ_CP094859.1,NZ_CP094862.1
GCF_022832895.1,NZ_CP094859.1,NZ_CP094863.1
GCF_022832895.1,NZ_CP094859.1,NZ_CP094864.1
GCF_022832915.1,NZ_CP094865.1,NZ_CP094866.1
GCF_022832915.1,NZ_CP094865.1,NZ_CP094867.1
GCF_022832915.1,NZ_CP094865.1,NZ_CP094868.1
GCF_022832915.1,NZ_CP094865.1,NZ_CP094869.1
GCF_022832915.1,NZ_CP094865.1,NZ_CP094870.1
GCF_022832915.1,NZ_CP094865.1,NZ_CP094871.1
GCF_022832935.1,NZ_CP094872.1,NZ_CP094874.1
GCF_022832935.1,NZ_CP094872.1,NZ_CP094873.1
GCF_022832935.1,NZ_CP094872.1,NZ_CP094875.1
GCF_022832935.1,NZ_CP094872.1,NZ_CP094876.1
GCF_022832935.1,NZ_CP094872.1,NZ_CP094877.1
GCF_022832935.1,NZ_CP094872.1,NZ_CP094878.1
GCF_022832975.1,NZ_CP094846.1,NZ_CP094847.1
GCF_022833145.1,NZ_CP050251.1,NZ_CP050252.1
GCF_022836935.1,NZ_CP083239.1,NZ_CP083240.1
GCF_022836935.1,NZ_CP083239.1,NZ_CP083241.1
GCF_022836935.1,NZ_CP083239.1,NZ_CP083242.1
GCF_022836935.1,NZ_CP083239.1,NZ_CP083243.1
GCF_022836935.1,NZ_CP083239.1,NZ_CP083244.1
GCF_022846195.1,NZ_AP025556.1,NZ_AP025557.1
GCF_022846215.1,NZ_AP025675.1,NZ_AP025676.1
GCF_022846235.1,NZ_AP025677.1,NZ_AP025678.1
GCF_022846235.1,NZ_AP025677.1,NZ_AP025679.1
GCF_022846235.1,NZ_AP025677.1,NZ_AP025680.1
GCF_022846235.1,NZ_AP025677.1,NZ_AP025681.1
GCF_022846275.1,NZ_AP025596.1,NZ_AP025597.1
GCF_022846275.1,NZ_AP025596.1,NZ_AP025598.1
GCF_022846275.1,NZ_AP025596.1,NZ_AP025599.1
GCF_022846275.1,NZ_AP025596.1,NZ_AP025600.1
GCF_022846275.1,NZ_AP025596.1,NZ_AP025601.1
GCF_022846275.1,NZ_AP025596.1,NZ_AP025602.1
GCF_022846295.1,NZ_AP025609.1,NZ_AP025610.1
GCF_022846295.1,NZ_AP025609.1,NZ_AP025611.1
GCF_022846295.1,NZ_AP025609.1,NZ_AP025612.1
GCF_022846315.1,NZ_AP025613.1,NZ_AP025614.1
GCF_022846315.1,NZ_AP025613.1,NZ_AP025615.1
GCF_022846315.1,NZ_AP025613.1,NZ_AP025616.1
GCF_022846335.1,NZ_AP025617.1,NZ_AP025618.1
GCF_022846335.1,NZ_AP025617.1,NZ_AP025619.1
GCF_022846335.1,NZ_AP025617.1,NZ_AP025620.1
GCF_022846355.1,NZ_AP025603.1,NZ_AP025604.1
GCF_022846355.1,NZ_AP025603.1,NZ_AP025605.1
GCF_022846355.1,NZ_AP025603.1,NZ_AP025606.1
GCF_022846355.1,NZ_AP025603.1,NZ_AP025607.1
GCF_022846355.1,NZ_AP025603.1,NZ_AP025608.1
GCF_022846375.1,NZ_AP025593.1,NZ_AP025594.1
GCF_022846375.1,NZ_AP025593.1,NZ_AP025595.1
GCF_022846455.1,NZ_AP025625.1,NZ_AP025626.1
GCF_022846475.1,NZ_AP025621.1,NZ_AP025622.1
GCF_022846515.1,NZ_AP025635.1,NZ_AP025636.1
GCF_022846575.1,NZ_AP025657.1,NZ_AP025658.1
GCF_022846575.1,NZ_AP025657.1,NZ_AP025660.1
GCF_022846575.1,NZ_AP025657.1,NZ_AP025659.1
GCF_022846575.1,NZ_AP025657.1,NZ_AP025661.1
GCF_022865125.1,NZ_CP094828.1,NZ_CP094829.1
GCF_022865125.1,NZ_CP094828.1,NZ_CP094830.1
GCF_022865125.1,NZ_CP094828.1,NZ_CP094831.1
GCF_022865125.1,NZ_CP094828.1,NZ_CP094832.1
GCF_022865125.1,NZ_CP094828.1,NZ_CP094833.1
GCF_022869145.1,NZ_CP094940.1,NZ_CP094941.1
GCF_022869565.1,NZ_CP064359.1,NZ_CP064360.1
GCF_022869565.1,NZ_CP064359.1,NZ_CP064361.1
GCF_022869565.1,NZ_CP064359.1,NZ_CP064362.1
GCF_022869625.1,NZ_CP064365.1,NZ_CP064366.1
GCF_022869665.1,NZ_CP064368.1,NZ_CP064369.1
GCF_022869665.1,NZ_CP064368.1,NZ_CP064370.1
GCF_022869665.1,NZ_CP064368.1,NZ_CP064371.1
GCF_022869665.1,NZ_CP064368.1,NZ_CP064372.1
GCF_022869845.1,NZ_CP094987.1,NZ_CP094988.1
GCF_022869845.1,NZ_CP094987.1,NZ_CP094989.1
GCF_022869845.1,NZ_CP094987.1,NZ_CP094990.1
GCF_022869885.1,NZ_CP094999.1,NZ_CP095000.1
GCF_022869885.1,NZ_CP094999.1,NZ_CP095001.1
GCF_022869885.1,NZ_CP094999.1,NZ_CP095002.1
GCF_022869885.1,NZ_CP094999.1,NZ_CP095003.1
GCF_022869885.1,NZ_CP094999.1,NZ_CP095004.1
GCF_022869905.1,NZ_CP064379.1,NZ_CP064380.1
GCF_022869905.1,NZ_CP064381.1,NZ_CP064380.1
GCF_022869945.1,NZ_CP064383.1,NZ_CP064384.1
GCF_022869965.1,NZ_CP064385.1,NZ_CP064386.1
GCF_022869985.1,NZ_CP064387.1,NZ_CP064388.1
GCF_022870005.1,NZ_CP064389.1,NZ_CP064390.1
GCF_022870465.1,NZ_CP078521.1,NZ_CP078522.1
GCF_022870605.1,NZ_CP058671.1,NZ_CP058672.1
GCF_022870605.1,NZ_CP058671.1,NZ_CP058673.1
GCF_022870605.1,NZ_CP058671.1,NZ_CP058674.1
GCF_022870645.1,NZ_CP064768.1,NZ_CP064769.1
GCF_022870645.1,NZ_CP064768.1,NZ_CP064770.1
GCF_022870645.1,NZ_CP064768.1,NZ_CP064771.1
GCF_022870685.1,NZ_CP068018.1,NZ_CP068019.1
GCF_022870685.1,NZ_CP068018.1,NZ_CP068020.1
GCF_022870685.1,NZ_CP068018.1,NZ_CP068021.1
GCF_022870805.1,NZ_CP087272.1,NZ_CP087273.1
GCF_022870805.1,NZ_CP087272.1,NZ_CP087274.1
GCF_022870805.1,NZ_CP087272.1,NZ_CP087275.1
GCF_022870945.1,NZ_CP091512.1,NZ_CP091513.1
GCF_022870945.1,NZ_CP091512.1,NZ_CP091514.1
GCF_022870985.1,NZ_CP091516.1,NZ_CP091517.1
GCF_022871045.1,NZ_CP091519.1,NZ_CP091520.1
GCF_022879575.1,NZ_CP084260.1,NZ_CP084262.1
GCF_022879575.1,NZ_CP084260.1,NZ_CP084264.1
GCF_022879575.1,NZ_CP084261.1,NZ_CP084262.1
GCF_022879575.1,NZ_CP084261.1,NZ_CP084264.1
GCF_022879575.1,NZ_CP084263.1,NZ_CP084262.1
GCF_022879575.1,NZ_CP084263.1,NZ_CP084264.1
GCF_022879595.1,NZ_CP084265.1,NZ_CP084267.1
GCF_022879595.1,NZ_CP084265.1,NZ_CP084270.1
GCF_022879595.1,NZ_CP084265.1,NZ_CP084269.1
GCF_022879595.1,NZ_CP084266.1,NZ_CP084267.1
GCF_022879595.1,NZ_CP084266.1,NZ_CP084270.1
GCF_022879595.1,NZ_CP084266.1,NZ_CP084269.1
GCF_022879595.1,NZ_CP084268.1,NZ_CP084267.1
GCF_022879595.1,NZ_CP084268.1,NZ_CP084270.1
GCF_022879595.1,NZ_CP084268.1,NZ_CP084269.1
GCF_022879615.1,NZ_CP084271.1,NZ_CP084273.1
GCF_022879615.1,NZ_CP084271.1,NZ_CP084275.1
GCF_022879615.1,NZ_CP084271.1,NZ_CP084276.1
GCF_022879615.1,NZ_CP084271.1,NZ_CP084277.1
GCF_022879615.1,NZ_CP084271.1,NZ_CP084278.1
GCF_022879615.1,NZ_CP084272.1,NZ_CP084273.1
GCF_022879615.1,NZ_CP084272.1,NZ_CP084275.1
GCF_022879615.1,NZ_CP084272.1,NZ_CP084276.1
GCF_022879615.1,NZ_CP084272.1,NZ_CP084277.1
GCF_022879615.1,NZ_CP084272.1,NZ_CP084278.1
GCF_022879615.1,NZ_CP084274.1,NZ_CP084273.1
GCF_022879615.1,NZ_CP084274.1,NZ_CP084275.1
GCF_022879615.1,NZ_CP084274.1,NZ_CP084276.1
GCF_022879615.1,NZ_CP084274.1,NZ_CP084277.1
GCF_022879615.1,NZ_CP084274.1,NZ_CP084278.1
GCF_022879815.1,NZ_CP084283.1,NZ_CP084285.1
GCF_022879815.1,NZ_CP084283.1,NZ_CP084288.1
GCF_022879815.1,NZ_CP084283.1,NZ_CP084287.1
GCF_022879815.1,NZ_CP084283.1,NZ_CP084289.1
GCF_022879815.1,NZ_CP084284.1,NZ_CP084285.1
GCF_022879815.1,NZ_CP084284.1,NZ_CP084288.1
GCF_022879815.1,NZ_CP084284.1,NZ_CP084287.1
GCF_022879815.1,NZ_CP084284.1,NZ_CP084289.1
GCF_022879815.1,NZ_CP084286.1,NZ_CP084285.1
GCF_022879815.1,NZ_CP084286.1,NZ_CP084288.1
GCF_022879815.1,NZ_CP084286.1,NZ_CP084287.1
GCF_022879815.1,NZ_CP084286.1,NZ_CP084289.1
GCF_022918835.1,NZ_CP095083.1,NZ_CP095084.1
GCF_022918835.1,NZ_CP095083.1,NZ_CP095085.1
GCF_022919035.1,NZ_CP095086.1,NZ_CP095087.1
GCF_022919055.1,NZ_CP095088.1,NZ_CP095089.1
GCF_022919215.1,NZ_CP095046.1,NZ_CP095047.1
GCF_022919215.1,NZ_CP095046.1,NZ_CP095048.1
GCF_022919335.1,NZ_CP095058.1,NZ_CP095059.1
GCF_022919335.1,NZ_CP095058.1,NZ_CP095060.1
GCF_022919455.1,NZ_CP095056.1,NZ_CP095057.1
GCF_022921035.1,NZ_CP095091.1,NZ_CP095092.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095062.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095063.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095064.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095065.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095066.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095067.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095068.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095069.1
GCF_022921055.1,NZ_CP095061.1,NZ_CP095070.1
GCF_022921075.1,NZ_CP095050.1,NZ_CP095051.1
GCF_022921075.1,NZ_CP095050.1,NZ_CP095052.1
