Plasmid,%GC,Size_bp,GC_bp,Putative_plasmid_T6SS,Transmissible_plasmid
NZ_CP048023.1,38.64962750286176,53289,20596,Absent,Transmissible
NZ_CP051752.1,46.69042769857434,5892,2751,Absent,Transmissible
NZ_CP080650.1,52.099173553719005,6050,3152,Absent,Non-transmissible
NZ_CP044711.1,29.376854599406528,674,198,Absent,Non-transmissible
NZ_CP028335.1,42.2676121986949,60072,25391,Absent,Transmissible
NZ_CP060400.1,60.13973799126637,57250,34430,Absent,Non-transmissible
NZ_CP037256.1,34.22053231939164,3156,1080,Absent,Non-transmissible
NC_014309.1,66.43833526858022,2163376,1437311,T6SS,Non-transmissible
NZ_CP016857.1,29.67238607311352,37941,11258,Absent,Non-transmissible
NZ_CP055393.1,47.16981132075472,265,125,Absent,Non-transmissible
NZ_CP036091.1,31.87843084750301,7469,2381,Absent,Transmissible
NZ_KY020154.1,54.3506257174053,142876,77654,Absent,Transmissible
NZ_MT180432.1,50.3451986012732,11153,5615,Absent,Transmissible
NZ_CP015205.1,62.51280718119676,65393,40879,Absent,Transmissible
NZ_CP016623.1,43.6222817992255,83925,36610,Absent,Non-transmissible
NZ_CP072919.1,48.95896091008967,112868,55259,Absent,Non-transmissible
NZ_CP020098.1,41.24969529536036,61535,25383,Absent,Transmissible
NZ_CP072218.1,45.78109932497589,4148,1899,Absent,Non-transmissible
NZ_CP055853.1,47.443700547778455,19716,9354,Absent,Non-transmissible
NZ_CP061193.1,40.31401523897483,51972,20952,Absent,Non-transmissible
NZ_LR890597.1,51.19529481736027,60529,30988,Absent,Non-transmissible
NZ_CP024786.1,42.51904912391587,28479,12109,Absent,Non-transmissible
NC_024992.1,51.610831814888805,182204,94037,Absent,Transmissible
NT_187148.1,60.54120491638122,248150,150233,Absent,Transmissible
NZ_CP087701.1,33.908783695282004,38173,12944,Absent,Transmissible
NZ_CP077876.1,27.409755238598343,28395,7783,Absent,Non-transmissible
NZ_CP048894.1,48.66740059909368,39059,19009,Absent,Transmissible
NZ_MK134375.1,39.18931563642645,277864,108893,Absent,Transmissible
NZ_CP087144.1,53.33323316856229,133114,70994,Absent,Non-transmissible
NZ_CP015530.1,67.25292050611714,224533,151005,Absent,Transmissible
NZ_CP022576.1,53.68109240661802,13841,7430,Absent,Transmissible
NZ_CP063054.1,46.80527718432703,45403,21251,Absent,Transmissible
NC_019125.1,49.99953899630275,108459,54229,Absent,Transmissible
NZ_CP032454.1,26.35669673837613,7205,1899,Absent,Non-transmissible
NC_007353.2,65.3285220267629,46557,30415,Absent,Transmissible
NZ_MT269846.1,55.001135188315125,118923,65409,Absent,Transmissible
NZ_CP031909.1,48.94433519064788,73224,35839,Absent,Transmissible
NZ_CP019266.1,40.77760157488927,18287,7457,Absent,Non-transmissible
NZ_CP042542.1,52.800260803093664,88956,46969,Absent,Transmissible
NZ_AP022137.1,43.22995461422088,2644,1143,Absent,Non-transmissible
NZ_CP032443.1,33.365617433414045,2065,689,Absent,Non-transmissible
NZ_CP044253.1,36.95374393048812,7826,2892,Absent,Non-transmissible
NZ_CP009903.1,45.28046622957644,9609,4351,Absent,Non-transmissible
NZ_CP010211.1,45.156482861400896,6039,2727,Absent,Transmissible
NC_009716.1,49.79265857779143,6511,3242,Absent,Non-transmissible
NZ_CP066722.1,29.34307398224729,52837,15504,Absent,Transmissible
NZ_CP081863.1,71.06009121799647,110066,78213,Absent,Transmissible
NZ_CP094864.1,30.01370488807675,2189,657,Absent,Non-transmissible
NZ_CP076209.1,33.05383284816268,94812,31339,Absent,Transmissible
NZ_CP025432.1,62.846974091667015,214101,134556,Absent,Transmissible
NZ_CP004000.1,47.945298196573184,295493,141675,Absent,Transmissible
NC_019328.1,54.017997691258266,76232,41179,Absent,Transmissible
NZ_CP045682.1,44.72283813747229,4510,2017,Absent,Non-transmissible
NC_009136.1,27.24200362100181,8285,2257,Absent,Non-transmissible
NZ_KT351737.1,42.6582635688082,10631,4535,Absent,Transmissible
NZ_CP067092.1,53.11744855704234,93939,49898,Absent,Transmissible
NZ_MH450052.1,54.35182473200164,85355,46392,Absent,Transmissible
NZ_MZ090008.1,36.14092707322535,66985,24209,Absent,Transmissible
NZ_CP091109.1,31.54873477038425,8536,2693,Absent,Transmissible
NZ_CP090585.1,65.01094760425684,39278,25535,Absent,Transmissible
NC_010427.1,29.41176470588235,2907,855,Absent,Non-transmissible
NZ_CP086681.1,48.33876750121716,135562,65529,Absent,Transmissible
NZ_CP018080.1,63.69051092051267,205668,130991,Absent,Non-transmissible
NZ_CP012572.1,51.74825602741402,163420,84567,Absent,Transmissible
NZ_CP076319.1,46.37230715437363,51479,23872,Absent,Transmissible
NZ_AP019828.1,28.71020856201976,18220,5231,Absent,Non-transmissible
NZ_CP046255.1,53.97427282326966,20834,11245,Absent,Transmissible
NZ_CP037143.1,33.2,500,166,Absent,Non-transmissible
NC_011774.1,32.90047928229084,140001,46061,Absent,Non-transmissible
NZ_CP029079.1,28.649657242526263,24653,7063,Absent,Non-transmissible
NZ_CP012423.1,27.64429470697757,22558,6236,Absent,Transmissible
NZ_CP053725.1,52.75806300707058,74817,39472,Absent,Transmissible
NC_001388.1,24.98530276308054,10206,2550,Absent,Non-transmissible
NZ_MG557853.1,42.80364621828036,40590,17374,Absent,Transmissible
NZ_CP018110.1,51.2981400528564,120326,61725,Absent,Transmissible
NC_001757.1,37.16017993350284,5113,1900,Absent,Non-transmissible
NZ_CP022773.1,67.14269913553956,1781111,1195886,T6SS,Non-transmissible
NZ_CP029977.1,42.26225442203511,61284,25900,Absent,Transmissible
NZ_CP076330.1,35.92051086072142,40559,14569,Absent,Non-transmissible
NZ_CP069879.1,56.19560712805636,2413,1356,Absent,Non-transmissible
NZ_CP010369.1,37.36014633434705,89111,33292,Absent,Non-transmissible
NZ_CP055383.1,44.22268907563025,952,421,Absent,Non-transmissible
NZ_CP007125.1,43.97976448872861,58511,25733,Absent,Transmissible
NZ_KY416992.1,53.60176128650493,114916,61597,Absent,Transmissible
NC_014233.1,48.22739593243462,55709,26867,Absent,Non-transmissible
NZ_CP019579.1,28.113024888064217,49582,13939,Absent,Non-transmissible
NZ_CP056230.1,46.07571560480148,3249,1497,Absent,Non-transmissible
NZ_CP039390.1,47.78720361287413,337017,161051,Absent,Non-transmissible
NZ_CP071026.1,51.220913684866254,186213,95380,Absent,Transmissible
NC_023152.1,39.95271867612293,846,338,Absent,Non-transmissible
NZ_CP051859.1,36.58829775937135,235425,86138,Absent,Non-transmissible
NZ_CP010182.1,45.40160642570281,4980,2261,Absent,Non-transmissible
NZ_CP059171.1,40.53023789051304,34890,14141,Absent,Transmissible
NZ_CP036643.1,29.705882352941178,680,202,Absent,Non-transmissible
NC_012163.1,24.99214522604294,28645,7159,Absent,Non-transmissible
NZ_CP085343.1,53.648648648648646,21460,11513,Absent,Non-transmissible
NZ_CP033584.1,71.46524674336789,10517,7516,Absent,Non-transmissible
NZ_CP076193.1,32.530272937836635,181763,59128,Absent,Non-transmissible
NZ_CP042101.1,26.3681592039801,603,159,Absent,Non-transmissible
NC_007487.1,62.22161121803684,3637,2263,Absent,Non-transmissible
NZ_KY978588.1,33.113575067425835,3337,1105,Absent,Transmissible
NZ_CP053221.1,34.29730573182149,9613,3297,Absent,Non-transmissible
NZ_CP010819.1,31.633457165372057,8883,2810,Absent,Non-transmissible
NZ_MH143074.1,46.64152374531204,47462,22137,Absent,Transmissible
NZ_CP083667.1,61.6996215704825,422800,260866,Absent,Non-transmissible
NZ_CP054749.1,51.12580414581844,5596,2861,Absent,Transmissible
NZ_CP016566.1,54.45235975066785,2246,1223,Absent,Non-transmissible
NZ_CP012916.1,68.61041244414056,819020,561933,Absent,Non-transmissible
NZ_CP058713.1,47.77531709281256,99340,47460,Absent,Non-transmissible
NZ_LR595880.1,52.355537095685584,96305,50421,Absent,Transmissible
NC_004768.1,62.03051643192488,10224,6342,Absent,Transmissible
NZ_CP016031.1,37.45726956361061,129884,48651,Absent,Transmissible
NZ_CP062817.1,43.3865622175354,3319,1440,Absent,Non-transmissible
NZ_CP038948.1,39.20363159231356,189008,74098,Absent,Non-transmissible
NZ_MG594798.1,42.34778914343606,61198,25916,Absent,Transmissible
NZ_CP076521.1,54.25233465278045,26021,14117,Absent,Non-transmissible
NZ_CP060133.1,53.14340346331612,176767,93940,Absent,Transmissible
NZ_MK249857.1,51.11746739710089,61881,31632,Absent,Transmissible
NZ_CP067496.1,54.01248958564233,130829,70664,Absent,Non-transmissible
NZ_CP032651.1,39.08400716005185,16201,6332,Absent,Non-transmissible
NZ_AP022499.1,48.32892071784829,282901,136723,Absent,Transmissible
NZ_CP022451.1,47.530453544298105,222470,105741,Absent,Non-transmissible
NZ_CP047174.1,68.86741927014964,190450,131158,Absent,Transmissible
NZ_CP041116.1,45.24352331606217,4825,2183,Absent,Non-transmissible
NZ_CP079783.1,50.14609405149126,90695,45480,Absent,Transmissible
NC_019266.1,55.65900044228218,45220,25169,Absent,Transmissible
NZ_LR890364.1,42.15641952983725,4424,1865,Absent,Non-transmissible
NZ_CP070486.1,37.6634685658306,64309,24221,Absent,Transmissible
NZ_CP088231.1,51.503006012024045,2495,1285,Absent,Non-transmissible
NZ_CP083601.1,30.59236165237724,2566,785,Absent,Non-transmissible
NZ_CP066577.1,34.88718821587172,156278,54521,Absent,Non-transmissible
NZ_MN657056.1,39.51817413355875,2366,935,Absent,Non-transmissible
NZ_CP018141.1,33.861955628594906,12170,4121,Absent,Non-transmissible
NZ_CP032366.1,36.81173324030467,137592,50650,Absent,Non-transmissible
NZ_CP084500.1,55.059642147117295,10060,5539,Absent,Transmissible
NZ_CP063474.1,46.94592615835164,210342,98747,Absent,Transmissible
NZ_AP022203.1,52.98677926213055,57788,30620,Absent,Non-transmissible
NZ_CP084813.1,50.58395558108367,5223,2642,Absent,Non-transmissible
NZ_MZ151539.1,37.95468717522345,9622,3652,Absent,Non-transmissible
NZ_AP025734.1,40.47242097160751,228652,92541,Absent,Transmissible
NZ_CP013780.1,39.12423625254583,122750,48025,Absent,Non-transmissible
NZ_CP018774.2,49.94603996186125,95441,47669,Absent,Transmissible
NZ_KU934208.1,42.5152657306977,60757,25831,Absent,Transmissible
NC_024987.1,58.23987427673405,13999,8153,Absent,Non-transmissible
NZ_CP087709.1,53.65251727541955,4052,2174,Absent,Transmissible
NZ_CP073777.1,49.24471299093656,2317,1141,Absent,Non-transmissible
NZ_CP031801.1,50.1711012473033,161308,80930,Absent,Transmissible
NZ_CP067282.1,44.47692628941324,9578,4260,Absent,Non-transmissible
NZ_CP086890.1,63.094735744121984,210913,133075,Absent,Non-transmissible
NZ_CP013548.1,61.759468831025,352129,217473,Absent,Non-transmissible
NC_019082.1,52.74458840872062,51556,27193,Absent,Transmissible
NZ_CP018333.1,42.19361017264771,112773,47583,Absent,Non-transmissible
NZ_CP069436.1,38.70255348516218,7245,2804,Absent,Transmissible
NZ_MW495059.1,48.47366761274046,285390,138339,Absent,Transmissible
NZ_AP021985.1,55.06585153472172,110248,60709,Absent,Transmissible
NZ_CP077674.1,55.1817422031935,136402,75269,Absent,Transmissible
NZ_OU877721.1,52.92703007192998,92312,48858,Absent,Non-transmissible
NZ_CP039099.1,37.27255315073741,57431,21406,Absent,Transmissible
NZ_CP088129.1,51.80982584390453,186040,96387,Absent,Non-transmissible
NZ_CP081691.1,48.38716047432391,303843,147021,Absent,Transmissible
NZ_CP065471.1,48.27309236947792,14940,7212,Absent,Non-transmissible
NC_018423.1,61.13509852477406,94494,57769,Absent,Non-transmissible
NZ_AP022178.1,52.48251691518878,123262,64691,Absent,Transmissible
NC_010290.1,32.91338582677165,3175,1045,Absent,Non-transmissible
NC_022372.1,52.04193127017901,121723,63347,Absent,Transmissible
NC_007719.1,21.767241379310345,5104,1111,Absent,Non-transmissible
NZ_CP080352.1,46.83545619963608,288525,135132,Absent,Transmissible
NZ_MW598243.1,55.58061821219716,11970,6653,Absent,Transmissible
NC_007718.1,23.94612122723872,4009,960,Absent,Non-transmissible
NZ_CP075559.1,47.81930140869888,317811,151975,Absent,Transmissible
NZ_CP067912.1,54.60811845800357,50921,27807,Absent,Non-transmissible
NZ_CP074702.1,44.96207522887212,219118,98520,Absent,Transmissible
NZ_CP061112.1,47.16801523084246,2101,991,Absent,Non-transmissible
NZ_CP018658.1,53.12689416093323,94039,49960,Absent,Transmissible
NZ_CP013576.1,61.761891103645496,352133,217484,Absent,Non-transmissible
NZ_CP023829.1,41.37055070009375,33067,13680,Absent,Transmissible
NZ_CP048950.1,47.72006013028228,5987,2857,Absent,Non-transmissible
NZ_CP082350.1,47.009395096463024,79616,37427,Absent,Transmissible
NZ_CP075674.1,44.32387312186978,2396,1062,Absent,Non-transmissible
NZ_CP070578.1,50.797478653844266,102009,51818,Absent,Transmissible
NZ_CP083364.1,46.05225893961752,67089,30896,Absent,Transmissible
NC_014843.1,52.59110998406028,110416,58069,Absent,Transmissible
NZ_CP093433.1,56.30492930836836,73276,41258,Absent,Transmissible
NC_019363.1,53.95781356316625,4409,2379,Absent,Non-transmissible
NZ_CP028920.1,62.40138860937815,198760,124029,Absent,Transmissible
NZ_LR745046.1,50.21992226619197,226671,113834,Absent,Non-transmissible
NC_011878.1,27.28774364056822,6054,1652,Absent,Non-transmissible
NC_010330.1,36.071546869824445,6038,2178,Absent,Non-transmissible
NZ_CP069548.1,39.44735588375417,2099,828,Absent,Non-transmissible
NC_009806.1,69.4334290033521,182572,126766,Absent,Non-transmissible
NZ_CP075928.1,25.53349809986978,75258,19216,Absent,Transmissible
NZ_CP021211.1,46.02406487052053,68814,31671,Absent,Non-transmissible
NZ_MK410117.1,48.11129227370746,95065,45737,Absent,Non-transmissible
NZ_CP066086.1,48.40423672527703,57214,27694,Absent,Non-transmissible
NZ_KX254341.1,46.6416933970376,267486,124760,Absent,Transmissible
NZ_CP035367.1,48.13834697519847,97494,46932,Absent,Non-transmissible
NZ_CP015757.1,27.201565557729943,25039,6811,Absent,Non-transmissible
NZ_CP079978.1,28.647497337593183,2817,807,Absent,Non-transmissible
NZ_MT039182.1,53.20048458476525,80894,43036,Absent,Transmissible
NC_022377.1,51.411716992958006,135615,69722,Absent,Transmissible
NZ_KP099552.1,59.79501063624057,25855,15460,Absent,Non-transmissible
NZ_CP045722.1,50.90142367994233,138725,70613,Absent,Non-transmissible
NZ_CP069191.1,62.17189889154571,220397,137025,Absent,Non-transmissible
NZ_CP072736.1,32.07166853303472,4465,1432,Absent,Non-transmissible
NZ_CP026184.1,52.04509875761916,60046,31251,Absent,Transmissible
NZ_CP080648.1,72.40943814687039,292176,211563,Absent,Non-transmissible
NZ_MT859326.1,44.417817254419134,45484,20203,Absent,Transmissible
NZ_CP088249.1,66.15876007958948,38196,25270,Absent,Transmissible
NZ_CP085425.1,33.96632732967893,10216,3470,Absent,Transmissible
NZ_MN657113.1,43.61387265690218,13177,5747,Absent,Non-transmissible
NZ_CP041258.1,35.39257307373249,81972,29012,Absent,Transmissible
NZ_CP087045.1,60.52720872036306,94308,57082,Absent,Non-transmissible
NZ_CP033358.1,47.1368072178236,5431,2560,Absent,Transmissible
NZ_CP017655.1,33.39392005327932,72073,24068,Absent,Transmissible
NZ_CP041912.1,31.25,544,170,Absent,Non-transmissible
NZ_CP098215.1,50.84321861317585,157136,79893,Absent,Transmissible
NZ_CP053867.1,50.1864040134395,86908,43616,Absent,Transmissible
NZ_MF774791.1,52.19019703631331,6141,3205,Absent,Transmissible
NZ_CP031400.1,23.69605873796495,14437,3421,Absent,Non-transmissible
NZ_CP076169.1,33.05521860661357,94805,31338,Absent,Transmissible
NZ_CP068329.1,51.22674617224138,64398,32989,Absent,Transmissible
NZ_LR135346.1,35.58228730822873,40152,14287,Absent,Non-transmissible
NZ_CP008991.1,61.39556377079482,64920,39858,Absent,Transmissible
NZ_CP043949.1,50.86547266967919,66611,33882,Absent,Transmissible
NZ_CP028999.1,49.73120591777052,46504,23127,Absent,Transmissible
NZ_CP029765.1,62.65682591437482,112864,70717,Absent,Transmissible
NZ_CP095553.1,65.54647743480481,113582,74449,Absent,Non-transmissible
NZ_AP021982.1,46.48550724637681,2760,1283,Absent,Non-transmissible
NZ_LR890187.1,42.31834647347112,4693,1986,Absent,Non-transmissible
NZ_CP033143.1,44.67141740955859,106229,47454,Absent,Transmissible
NZ_CP075455.1,48.009757935631406,307852,147799,Absent,Transmissible
NZ_CP013712.1,52.36285062622544,74973,39258,Absent,Non-transmissible
NZ_CP013060.1,35.43551914911867,46634,16525,Absent,Non-transmissible
NZ_CP045054.1,51.34505557791059,270881,139084,Absent,Transmissible
NC_017130.1,53.36617577147514,191419,102153,Absent,Non-transmissible
NZ_CP047406.1,51.502554412485125,142890,73592,Absent,Non-transmissible
NZ_CP012627.1,49.84908263803549,92766,46243,Absent,Transmissible
NZ_CP042133.1,31.36094674556213,1352,424,Absent,Non-transmissible
NZ_CP078516.1,51.91059515284008,132655,68862,Absent,Transmissible
NZ_CP047379.1,47.10255021843244,190219,89598,Absent,Non-transmissible
NC_018965.1,30.352013517319065,35510,10778,Absent,Non-transmissible
NZ_KT868530.1,49.76219127843677,87255,43420,Absent,Transmissible
NZ_CP038401.1,47.82138726449256,92513,44241,Absent,Non-transmissible
NZ_CP066823.1,36.94307528752295,20694,7645,Absent,Non-transmissible
NZ_CP095028.1,30.57964399817435,2191,670,Absent,Non-transmissible
NZ_CP070918.1,55.292024903646606,3373,1865,Absent,Transmissible
NZ_CP044032.1,51.22269574926481,63589,32572,Absent,Transmissible
NZ_CP011457.1,37.155502173714375,76597,28460,Absent,Non-transmissible
NZ_CP027120.1,48.77479365429512,54399,26533,Absent,Non-transmissible
NZ_CP019938.1,63.511460495517376,226430,143809,Absent,Non-transmissible
NZ_CP052874.1,51.296335976001714,4667,2394,Absent,Non-transmissible
NZ_MT230406.1,48.481273960483634,3391,1644,Absent,Non-transmissible
NC_008790.1,29.09272626318712,45025,13099,Absent,Transmissible
NZ_CP030248.1,27.88768938516425,21583,6019,Absent,Non-transmissible
NZ_CP060940.1,50.93611236973267,55175,28104,Absent,Transmissible
NZ_CP064259.1,50.52494370168996,394328,199234,Absent,Non-transmissible
NZ_AP020328.1,64.36514819160332,39206,25235,Absent,Transmissible
NZ_CP050359.1,51.14367405289492,5596,2862,Absent,Transmissible
NZ_MF353156.1,52.31438163905553,90845,47525,Absent,Transmissible
NZ_CP042384.1,40.33019551049964,34525,13924,Absent,Non-transmissible
NZ_MN256759.1,48.54695339009513,288222,139923,Absent,Non-transmissible
NC_017234.1,23.35516058621765,22449,5243,Absent,Non-transmissible
NZ_LT591907.1,51.5290151697568,4153,2140,Absent,Transmissible
NZ_CP013345.1,62.71765334600083,421025,264057,Absent,Transmissible
NZ_MT810362.1,54.781607104968025,98973,54219,Absent,Non-transmissible
NZ_CP079169.1,41.44468442524598,4167,1727,Absent,Non-transmissible
NZ_CP042553.1,53.3563922236674,173758,92711,Absent,Transmissible
NZ_CP032225.1,49.31253960818891,108879,53691,Absent,Non-transmissible
NZ_MG904998.1,49.45222460466363,119392,59042,Absent,Transmissible
NZ_CP040369.1,35.39741577290969,258646,91554,Absent,Transmissible
NC_010488.1,50.811867525298986,130440,66279,Absent,Transmissible
NZ_CP057216.1,48.641000493500165,160081,77865,Absent,Transmissible
NZ_AP022041.1,61.31489276408098,4989,3059,Absent,Transmissible
NZ_CP081761.1,49.00249376558604,3208,1572,Absent,Non-transmissible
NZ_AP023444.1,40.68316629167519,58668,23868,Absent,Non-transmissible
NC_016849.1,51.702158481819495,6903,3569,Absent,Transmissible
NZ_CP055270.1,56.73632064025493,436826,247839,Absent,Non-transmissible
NZ_MF684783.1,54.64262922782387,6268,3425,Absent,Transmissible
NZ_CP064277.1,36.166527849389865,75639,27356,Absent,Non-transmissible
NZ_CP025642.1,50.10869235513584,197806,99118,Absent,Non-transmissible
NZ_CP083791.1,52.0865970889139,271926,141637,Absent,Transmissible
NZ_CP021949.1,52.7173247815124,81698,43069,Absent,Non-transmissible
NZ_CP013717.1,29.03499306304917,12974,3767,Absent,Non-transmissible
NZ_CP013494.1,61.03631116001503,742499,453194,Absent,Transmissible
